"BlockGroup","NAME","TotHH","TotPerson","TotMale","MaleLT5Yrs","Male5to9Yrs","Male10to14Yrs","Male15to17Yrs","Male18to19Yrs","Male20Yrs","Male21Yrs","Male22to24Yrs","Male25to29Yrs","Male30to34Yrs","Male35to39Yrs","Male40to44Yrs","Male45to49Yrs","Male50to54Yrs","Male55to59Yrs","Male60to61Yrs","Male62to64Yrs","Male65to66Yrs","Male67to69Yrs","Male70to74Yrs","Male75to79Yrs","Male80to84Yrs","MaleGE85Yrs","TotFemale","FemaleLT5Yrs","Female5to9Yrs","Female10to14Yrs","Female15to17Yrs","Female18to19Yrs","Female20Yrs","Female21Yrs","Female22to24Yrs","Female25to29Yrs","Female30to34Yrs","Female35to39Yrs","Female40to44Yrs","Female45to49Yrs","Female50to54Yrs","Female55to59Yrs","Female60to61Yrs","Female62to64Yrs","Female65to66Yrs","Female67to69Yrs","Female70to74Yrs","Female75to79Yrs","Female80to84Yrs","FemaleGE85Yrs","Tract","Age1_Female","Age2_Female","Age3_Female","Age1_Male","Age2_Male","Age3_Male","Age1_Total","Age2_Total","Age3_Total","Target_Total","Tract_Name"
"240338005111","Block Group 1, Census Tract 8005.11, Prince George's County, Maryland",590,1629,767,71,67,58,40,23,9,7,17,62,58,54,52,60,56,36,17,24,9,14,17,11,5,0,862,54,52,53,30,15,9,6,26,80,76,64,67,80,69,46,25,27,10,12,24,14,7,16,"24033800511",343,247,83,282,193,56,625,440,139,1204," Census Tract 8005.11, Prince George's County, Maryland"
"240338005112","Block Group 2, Census Tract 8005.11, Prince George's County, Maryland",386,1020,478,36,25,42,30,17,8,5,13,22,20,31,37,35,29,32,12,18,9,16,22,11,4,4,542,24,24,30,26,12,8,5,18,23,30,38,43,52,36,43,20,23,9,23,31,9,8,7,"24033800511",177,174,87,153,126,66,330,300,153,783," Census Tract 8005.11, Prince George's County, Maryland"
"240338005113","Block Group 3, Census Tract 8005.11, Prince George's County, Maryland",531,1202,510,38,24,46,28,14,2,5,5,26,43,67,49,44,30,23,10,13,11,4,10,7,8,3,692,42,54,45,32,11,2,1,16,41,67,66,69,57,55,52,10,19,13,10,15,12,2,1,"24033800511",273,193,53,211,120,43,484,313,96,893," Census Tract 8005.11, Prince George's County, Maryland"
"240338005114","Block Group 4, Census Tract 8005.11, Prince George's County, Maryland",484,1260,607,49,43,41,31,13,3,7,16,34,30,48,36,51,50,34,20,21,17,21,23,10,5,4,653,31,34,38,23,10,12,3,14,27,32,47,51,63,61,52,18,31,23,24,23,14,16,6,"24033800511",196,225,106,187,176,80,383,401,186,970," Census Tract 8005.11, Prince George's County, Maryland"
"240338005131","Block Group 1, Census Tract 8005.13, Prince George's County, Maryland",351,895,431,29,22,27,15,14,9,4,18,25,23,24,36,36,31,27,9,10,8,11,14,18,14,7,464,22,27,23,22,7,4,5,17,24,24,23,36,38,42,25,13,18,10,12,22,22,19,9,"24033800513",140,136,94,153,113,72,293,249,166,708," Census Tract 8005.13, Prince George's County, Maryland"
"240338005132","Block Group 2, Census Tract 8005.13, Prince George's County, Maryland",496,1363,665,39,44,57,29,13,8,9,21,22,36,45,61,63,52,46,14,15,14,7,27,27,10,6,698,42,47,31,34,15,8,6,19,21,46,52,56,45,59,46,15,20,19,19,42,28,18,10,"24033800513",223,185,136,215,190,91,438,375,227,1040," Census Tract 8005.13, Prince George's County, Maryland"
"240338005133","Block Group 3, Census Tract 8005.13, Prince George's County, Maryland",584,1919,925,47,81,78,56,38,16,13,39,37,30,42,67,82,97,84,33,32,16,10,13,6,6,2,994,50,79,87,45,28,15,13,31,41,36,49,73,122,100,98,24,37,8,17,14,12,8,7,"24033800513",286,381,66,282,328,53,568,709,119,1396," Census Tract 8005.13, Prince George's County, Maryland"
"240338005134","Block Group 4, Census Tract 8005.13, Prince George's County, Maryland",460,1239,568,65,48,48,27,11,4,8,19,35,42,48,54,40,27,29,8,15,5,7,11,11,6,0,671,45,56,49,22,13,6,8,19,44,49,66,61,51,52,44,8,19,10,8,16,8,10,7,"24033800513",266,174,59,221,119,40,487,293,99,879," Census Tract 8005.13, Prince George's County, Maryland"
"240338005141","Block Group 1, Census Tract 8005.14, Prince George's County, Maryland",1525,4672,2216,202,202,192,110,65,24,13,66,109,111,187,201,217,177,126,46,49,28,31,20,11,15,14,2456,197,182,182,111,46,21,21,69,103,163,226,250,283,214,152,45,52,26,34,32,24,12,11,"24033800514",899,746,139,776,615,119,1675,1361,258,3294," Census Tract 8005.14, Prince George's County, Maryland"
"240338005151","Block Group 1, Census Tract 8005.15, Prince George's County, Maryland",678,1579,716,76,55,64,35,8,8,8,27,60,69,89,47,37,43,39,15,12,6,7,7,2,2,0,863,65,54,46,23,24,13,9,20,67,101,85,75,73,88,51,16,19,5,10,12,3,1,3,"24033800515",394,247,34,316,146,24,710,393,58,1161," Census Tract 8005.15, Prince George's County, Maryland"
"240338005152","Block Group 2, Census Tract 8005.15, Prince George's County, Maryland",523,1157,487,34,27,39,14,6,5,5,11,35,39,42,44,44,30,28,7,10,4,8,13,12,8,22,670,35,29,27,22,3,6,4,14,46,58,46,44,40,43,36,8,21,9,12,18,22,33,94,"24033800515",221,148,188,187,119,67,408,267,255,930," Census Tract 8005.15, Prince George's County, Maryland"
"240338005153","Block Group 3, Census Tract 8005.15, Prince George's County, Maryland",384,1107,550,35,32,44,28,18,5,8,18,35,35,43,39,54,43,50,14,17,6,10,8,7,0,1,557,36,40,33,28,17,9,5,20,34,37,43,41,49,46,38,19,22,12,6,9,7,4,2,"24033800515",206,174,40,201,178,32,407,352,72,831," Census Tract 8005.15, Prince George's County, Maryland"
"240338005161","Block Group 1, Census Tract 8005.16, Prince George's County, Maryland",329,872,435,18,31,23,34,14,3,4,20,20,19,25,36,30,45,27,9,14,7,13,13,15,7,8,437,26,16,30,20,7,5,4,14,19,24,24,32,41,42,34,7,15,5,13,15,20,16,8,"24033800516",129,139,77,141,125,63,270,264,140,674," Census Tract 8005.16, Prince George's County, Maryland"
"240338005162","Block Group 2, Census Tract 8005.16, Prince George's County, Maryland",1351,2694,1153,75,114,78,45,30,8,8,37,95,102,111,111,86,61,53,18,18,13,10,28,10,22,20,1541,98,75,95,45,20,6,9,46,121,160,166,150,122,93,81,18,37,30,26,31,35,43,34,"24033800516",678,351,199,502,236,103,1180,587,302,2069," Census Tract 8005.16, Prince George's County, Maryland"
"240338005171","Block Group 1, Census Tract 8005.17, Prince George's County, Maryland",915,2771,1319,71,99,110,98,40,20,12,49,55,38,64,94,106,113,140,47,54,28,33,27,10,7,4,1452,74,92,118,57,29,14,12,50,55,57,72,109,148,169,145,50,63,33,26,37,22,13,7,"24033800517",398,575,138,372,460,109,770,1035,247,2052," Census Tract 8005.17, Prince George's County, Maryland"
"240338005172","Block Group 2, Census Tract 8005.17, Prince George's County, Maryland",807,2616,1235,77,93,128,63,29,9,17,45,39,40,65,85,138,149,104,30,52,22,21,22,4,2,1,1381,59,96,140,91,37,3,17,38,49,45,68,128,182,151,119,30,38,16,25,19,17,5,8,"24033800517",385,520,90,329,473,72,714,993,162,1869," Census Tract 8005.17, Prince George's County, Maryland"
"240338005181","Block Group 1, Census Tract 8005.18, Prince George's County, Maryland",342,1140,564,31,49,58,35,17,12,9,24,13,16,23,34,60,66,53,27,15,3,7,3,3,2,4,576,23,30,56,40,13,6,7,18,19,20,34,43,72,67,51,20,13,5,17,8,3,5,6,"24033800518",160,223,44,148,221,22,308,444,66,818," Census Tract 8005.18, Prince George's County, Maryland"
"240338005182","Block Group 2, Census Tract 8005.18, Prince George's County, Maryland",487,1155,551,23,31,37,35,11,4,3,12,21,20,22,41,52,60,54,16,29,19,17,21,11,7,5,604,20,27,30,33,6,10,3,13,20,9,31,44,62,73,65,25,41,20,22,27,7,3,13,"24033800518",136,266,92,134,211,80,270,477,172,919," Census Tract 8005.18, Prince George's County, Maryland"
"240338005183","Block Group 3, Census Tract 8005.18, Prince George's County, Maryland",254,883,421,27,42,43,20,11,4,5,16,11,13,36,55,49,41,25,3,8,3,3,4,0,0,2,462,36,50,32,36,14,5,4,11,16,20,40,52,56,38,25,4,6,3,4,1,5,4,0,"24033800518",162,129,17,151,126,12,313,255,29,597," Census Tract 8005.18, Prince George's County, Maryland"
"240338005191","Block Group 1, Census Tract 8005.19, Prince George's County, Maryland",692,1984,883,55,78,89,52,16,13,11,21,39,26,72,90,100,82,57,16,11,14,15,11,6,7,2,1101,58,82,104,56,19,7,8,24,42,48,89,124,107,99,60,14,23,12,22,38,24,17,24,"24033800519",361,303,137,288,266,55,649,569,192,1410," Census Tract 8005.19, Prince George's County, Maryland"
"240338005192","Block Group 2, Census Tract 8005.19, Prince George's County, Maryland",308,963,466,17,39,38,26,19,8,7,15,24,11,28,26,60,64,43,8,7,8,7,6,3,1,1,497,35,33,36,32,14,6,6,17,27,18,26,37,66,73,26,5,13,5,5,6,4,2,5,"24033800519",151,183,27,138,182,26,289,365,53,707," Census Tract 8005.19, Prince George's County, Maryland"
"240338005193","Block Group 3, Census Tract 8005.19, Prince George's County, Maryland",390,1244,606,41,42,54,44,23,7,9,17,18,28,31,59,54,61,33,9,23,10,6,19,8,8,2,638,45,46,43,42,16,8,8,17,23,31,38,61,63,65,46,16,13,6,15,16,8,7,5,"24033800519",202,203,57,192,180,53,394,383,110,887," Census Tract 8005.19, Prince George's County, Maryland"
"240338005201","Block Group 1, Census Tract 8005.20, Prince George's County, Maryland",991,1918,767,70,70,40,47,19,10,5,23,65,65,83,87,45,39,24,8,13,12,13,13,10,4,2,1151,76,59,53,26,14,6,9,43,90,109,138,122,80,69,51,24,23,19,19,20,37,31,33,"24033800520",531,247,159,357,129,54,888,376,213,1477," Census Tract 8005.20, Prince George's County, Maryland"
"240338006011","Block Group 1, Census Tract 8006.01, Prince George's County, Maryland",696,1934,881,45,48,64,40,27,6,12,39,42,56,46,60,75,64,66,15,20,17,36,46,39,12,6,1053,65,63,75,48,19,9,9,28,57,55,63,89,72,84,72,43,43,31,34,45,25,12,12,"24033800601",329,314,159,288,240,156,617,554,315,1486," Census Tract 8006.01, Prince George's County, Maryland"
"240338006041","Block Group 1, Census Tract 8006.04, Prince George's County, Maryland",594,1738,788,50,42,70,44,25,15,13,39,44,35,61,60,71,71,49,24,18,16,17,14,5,4,1,950,51,66,84,49,23,15,14,24,47,45,79,88,102,76,80,17,19,10,23,19,11,3,5,"24033800604",335,294,71,292,233,57,627,527,128,1282," Census Tract 8006.04, Prince George's County, Maryland"
"240338006051","Block Group 1, Census Tract 8006.05, Prince George's County, Maryland",549,1226,604,31,46,33,20,15,6,7,25,33,27,35,49,61,54,50,16,24,13,18,23,5,8,5,622,29,28,33,27,7,1,3,25,30,28,51,60,68,69,43,19,24,10,18,18,14,9,8,"24033800605",205,223,77,197,205,72,402,428,149,979," Census Tract 8006.05, Prince George's County, Maryland"
"240338006052","Block Group 2, Census Tract 8006.05, Prince George's County, Maryland",970,3823,2328,93,129,135,123,168,83,70,199,243,189,189,218,181,135,74,22,23,14,14,11,6,7,2,1495,76,102,112,86,38,18,18,41,64,94,162,179,193,120,75,23,24,13,12,8,9,17,11,"24033800605",614,435,70,1359,435,54,1973,870,124,2967," Census Tract 8006.05, Prince George's County, Maryland"
"240338006061","Block Group 1, Census Tract 8006.06, Prince George's County, Maryland",836,1373,601,54,45,31,24,13,2,1,9,53,87,69,70,46,39,22,11,6,5,5,5,2,2,0,772,35,27,29,17,5,5,7,19,79,118,133,79,64,60,51,10,15,5,8,5,0,1,0,"24033800606",445,200,19,304,124,19,749,324,38,1111," Census Tract 8006.06, Prince George's County, Maryland"
"240338006062","Block Group 2, Census Tract 8006.06, Prince George's County, Maryland",1122,2246,947,69,79,74,48,16,7,8,39,70,89,114,90,75,55,49,20,16,7,10,4,3,4,1,1299,78,70,66,60,20,11,18,38,115,134,147,153,125,80,64,29,29,13,17,12,6,7,7,"24033800606",636,327,62,433,215,29,1069,542,91,1702," Census Tract 8006.06, Prince George's County, Maryland"
"240338006063","Block Group 3, Census Tract 8006.06, Prince George's County, Maryland",582,1089,450,38,41,34,18,7,2,2,13,43,49,54,53,38,19,14,9,6,1,5,1,1,2,0,639,46,30,44,22,3,2,5,5,65,81,104,61,56,39,31,9,11,6,7,6,5,1,0,"24033800606",326,146,25,223,86,10,549,232,35,816," Census Tract 8006.06, Prince George's County, Maryland"
"240338006071","Block Group 1, Census Tract 8006.07, Prince George's County, Maryland",1031,2903,1309,82,87,112,71,33,21,18,61,70,52,62,93,135,127,111,40,40,16,23,28,16,6,5,1594,94,87,118,71,30,20,13,57,70,62,80,135,161,166,148,43,47,25,42,50,28,23,24,"24033800607",467,565,192,410,453,94,877,1018,286,2181," Census Tract 8006.07, Prince George's County, Maryland"
"240338006072","Block Group 2, Census Tract 8006.07, Prince George's County, Maryland",342,967,470,21,28,45,24,10,5,2,9,27,12,27,35,38,49,31,14,20,18,12,15,14,7,7,497,35,30,32,26,6,2,8,12,20,16,22,35,42,46,38,15,27,11,20,16,13,10,15,"24033800607",121,168,85,127,152,73,248,320,158,726," Census Tract 8006.07, Prince George's County, Maryland"
"240338006073","Block Group 3, Census Tract 8006.07, Prince George's County, Maryland",659,2012,912,61,62,82,60,21,16,9,40,50,28,65,80,130,72,47,25,20,14,14,7,7,1,1,1100,62,78,97,55,24,10,5,30,55,50,76,127,122,110,89,15,26,7,12,18,16,11,5,"24033800607",377,362,69,309,294,44,686,656,113,1455," Census Tract 8006.07, Prince George's County, Maryland"
"240338006081","Block Group 1, Census Tract 8006.08, Prince George's County, Maryland",649,1917,899,77,85,76,50,26,5,6,25,42,34,81,99,96,79,57,11,15,6,5,15,4,2,3,1018,56,74,98,50,14,5,10,25,40,53,119,131,120,76,66,15,15,8,12,16,7,3,5,"24033800608",397,292,51,318,258,35,715,550,86,1351," Census Tract 8006.08, Prince George's County, Maryland"
"240338006082","Block Group 2, Census Tract 8006.08, Prince George's County, Maryland",598,1638,763,69,52,66,35,23,7,3,20,25,66,92,87,79,58,28,14,12,3,10,4,5,4,1,875,82,53,58,46,13,12,9,18,53,89,94,90,83,63,48,8,17,6,11,10,3,6,3,"24033800608",378,219,39,323,191,27,701,410,66,1177," Census Tract 8006.08, Prince George's County, Maryland"
"240338007011","Block Group 1, Census Tract 8007.01, Prince George's County, Maryland",1232,3434,1593,95,131,152,74,40,17,22,58,62,100,138,145,144,135,99,30,46,30,28,23,15,4,5,1841,125,107,121,91,51,9,20,45,84,115,190,212,199,131,131,45,43,31,32,32,10,7,10,"24033800701",726,549,122,582,454,105,1308,1003,227,2538," Census Tract 8007.01, Prince George's County, Maryland"
"240338007012","Block Group 2, Census Tract 8007.01, Prince George's County, Maryland",662,1960,931,78,63,68,34,29,6,11,27,34,62,63,84,80,85,67,22,25,14,11,28,21,14,5,1029,64,68,76,57,24,10,18,19,47,56,84,76,105,89,66,26,22,20,25,31,20,16,10,"24033800701",334,308,122,316,279,93,650,587,215,1452," Census Tract 8007.01, Prince George's County, Maryland"
"240338007041","Block Group 1, Census Tract 8007.04, Prince George's County, Maryland",626,1596,698,41,43,78,31,17,16,12,13,32,41,49,55,61,52,55,18,12,7,14,21,21,4,5,898,49,52,76,42,22,10,7,24,37,69,67,80,92,68,61,19,24,8,23,23,22,15,8,"24033800704",316,264,99,235,198,72,551,462,171,1184," Census Tract 8007.04, Prince George's County, Maryland"
"240338007042","Block Group 2, Census Tract 8007.04, Prince George's County, Maryland",495,1258,550,33,35,46,25,16,7,7,19,25,36,31,48,47,49,29,17,19,12,15,17,7,5,5,708,41,40,48,30,12,12,5,22,26,45,60,66,52,66,52,16,32,16,19,22,11,5,10,"24033800704",248,218,83,189,161,61,437,379,144,960," Census Tract 8007.04, Prince George's County, Maryland"
"240338007043","Block Group 3, Census Tract 8007.04, Prince George's County, Maryland",880,1963,832,89,95,79,41,22,8,11,41,55,68,76,83,62,37,29,3,8,4,4,7,3,5,2,1131,96,75,77,41,17,9,14,42,110,118,102,127,101,80,51,10,16,7,8,18,8,3,1,"24033800704",539,258,45,364,139,25,903,397,70,1370," Census Tract 8007.04, Prince George's County, Maryland"
"240338007051","Block Group 1, Census Tract 8007.05, Prince George's County, Maryland",587,1551,720,35,58,69,44,17,12,8,35,32,35,59,60,53,61,44,12,23,8,12,15,12,13,3,831,46,48,56,44,14,14,11,24,25,35,61,82,84,78,43,21,38,16,24,30,16,11,10,"24033800705",266,264,107,258,193,63,524,457,170,1151," Census Tract 8007.05, Prince George's County, Maryland"
"240338007052","Block Group 2, Census Tract 8007.05, Prince George's County, Maryland",912,2662,1265,67,107,116,89,40,21,9,42,41,46,74,136,132,105,113,20,33,15,24,22,5,6,2,1397,85,99,118,79,41,14,8,26,64,64,108,155,156,119,108,32,31,22,22,21,13,1,11,"24033800705",480,446,90,409,403,74,889,849,164,1902," Census Tract 8007.05, Prince George's County, Maryland"
"240338007061","Block Group 1, Census Tract 8007.06, Prince George's County, Maryland",1215,3550,1706,76,134,153,94,60,17,22,49,59,74,103,171,189,146,110,37,61,23,38,40,33,10,7,1844,106,113,149,88,46,17,25,55,66,89,159,182,197,161,144,42,54,24,29,35,26,17,20,"24033800706",639,598,151,555,543,151,1194,1141,302,2637," Census Tract 8007.06, Prince George's County, Maryland"
"240338007071","Block Group 1, Census Tract 8007.07, Prince George's County, Maryland",1182,2840,1353,66,98,75,54,35,23,12,30,69,53,71,107,116,128,99,62,57,27,51,49,40,22,9,1487,70,84,80,54,24,11,10,32,52,56,72,123,131,148,146,38,87,40,41,66,49,37,36,"24033800707",380,550,269,400,462,198,780,1012,467,2259," Census Tract 8007.07, Prince George's County, Maryland"
"240338008001","Block Group 1, Census Tract 8008, Prince George's County, Maryland",551,1406,728,33,34,51,28,17,8,8,29,29,22,27,55,73,60,74,25,29,29,26,32,24,7,8,678,18,26,35,24,19,11,6,16,18,19,38,61,71,77,62,25,30,16,20,32,25,9,20,"24033800800",188,265,122,195,261,126,383,526,248,1157," Census Tract 8008, Prince George's County, Maryland"
"240338008002","Block Group 2, Census Tract 8008, Prince George's County, Maryland",448,1193,618,25,31,45,17,12,9,6,20,27,26,24,42,76,62,56,19,28,13,17,36,15,8,4,575,35,30,28,22,12,9,4,14,28,16,30,49,63,56,49,14,31,8,16,33,10,9,9,"24033800800",162,213,85,166,241,93,328,454,178,960," Census Tract 8008, Prince George's County, Maryland"
"240338008003","Block Group 3, Census Tract 8008, Prince George's County, Maryland",346,940,471,21,25,36,16,16,11,4,16,12,16,29,38,52,53,22,19,20,9,18,18,9,6,5,469,12,32,34,19,10,4,7,10,12,20,30,39,48,52,36,12,15,11,17,17,13,11,8,"24033800800",132,163,77,142,166,65,274,329,142,745," Census Tract 8008, Prince George's County, Maryland"
"240338009001","Block Group 1, Census Tract 8009, Prince George's County, Maryland",401,1030,522,35,29,47,22,9,8,2,23,25,30,30,44,42,48,31,15,16,15,11,17,13,7,3,508,28,15,28,27,9,5,7,14,21,17,32,60,42,47,34,10,23,14,11,27,22,13,2,"24033800900",165,156,89,171,152,66,336,308,155,799," Census Tract 8009, Prince George's County, Maryland"
"240338009002","Block Group 2, Census Tract 8009, Prince George's County, Maryland",330,668,341,18,14,18,18,5,3,6,10,18,12,13,21,35,37,26,10,10,7,10,27,12,6,5,327,12,14,17,13,8,2,0,11,23,7,7,24,39,26,31,8,17,9,12,18,14,9,6,"24033800900",82,121,68,88,118,67,170,239,135,544," Census Tract 8009, Prince George's County, Maryland"
"240338010031","Block Group 1, Census Tract 8010.03, Prince George's County, Maryland",787,2123,1009,97,77,93,53,21,18,8,33,49,73,99,108,98,55,43,17,14,9,10,17,11,5,1,1114,93,96,81,43,29,13,6,30,82,99,129,106,87,64,50,17,13,12,17,13,10,14,10,"24033801003",494,231,76,409,227,53,903,458,129,1490," Census Tract 8010.03, Prince George's County, Maryland"
"240338010032","Block Group 2, Census Tract 8010.03, Prince George's County, Maryland",661,1484,693,40,39,40,30,18,12,5,28,29,27,34,57,61,75,44,22,29,13,25,28,16,10,11,791,33,39,52,28,16,3,6,22,25,34,46,72,61,69,60,26,33,29,18,42,27,30,20,"24033801003",224,249,166,210,231,103,434,480,269,1183," Census Tract 8010.03, Prince George's County, Maryland"
"240338010041","Block Group 1, Census Tract 8010.04, Prince George's County, Maryland",399,1104,537,40,34,39,22,13,3,5,15,38,24,33,46,48,49,37,21,17,11,10,13,11,6,2,567,29,33,26,29,23,5,2,17,24,32,34,48,62,42,59,14,24,9,14,16,8,6,11,"24033801004",185,201,64,177,172,53,362,373,117,852," Census Tract 8010.04, Prince George's County, Maryland"
"240338010042","Block Group 2, Census Tract 8010.04, Prince George's County, Maryland",1026,3037,1518,105,101,118,136,40,13,23,41,53,79,88,149,161,122,87,40,40,16,39,28,24,7,8,1519,92,105,112,73,38,14,17,44,48,83,119,154,169,121,87,38,40,36,38,33,22,15,21,"24033801004",517,455,165,486,450,122,1003,905,287,2195," Census Tract 8010.04, Prince George's County, Maryland"
"240338010051","Block Group 1, Census Tract 8010.05, Prince George's County, Maryland",697,1966,944,57,57,89,62,27,9,15,23,32,37,64,86,78,89,64,20,41,21,22,24,18,8,1,1022,53,57,70,54,16,19,13,31,41,43,78,118,85,79,89,27,33,24,32,27,14,9,10,"24033801005",359,313,116,293,292,94,652,605,210,1467," Census Tract 8010.05, Prince George's County, Maryland"
"240338010052","Block Group 2, Census Tract 8010.05, Prince George's County, Maryland",556,1753,848,49,49,69,69,26,17,9,26,33,51,37,78,94,91,62,18,33,9,13,8,2,3,2,905,40,56,76,53,33,8,11,23,50,37,58,100,112,94,61,20,28,7,12,12,5,6,3,"24033801005",320,315,45,277,298,37,597,613,82,1292," Census Tract 8010.05, Prince George's County, Maryland"
"240338010061","Block Group 1, Census Tract 8010.06, Prince George's County, Maryland",543,1438,697,51,44,64,30,28,9,10,24,32,33,35,60,64,49,49,16,35,9,11,19,14,7,4,741,39,44,53,32,14,6,7,22,22,47,62,66,72,56,53,15,33,17,20,23,18,11,9,"24033801006",246,229,98,231,213,64,477,442,162,1081," Census Tract 8010.06, Prince George's County, Maryland"
